column,missing_values,missing_rate
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,220602,0.7173885472525828
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,220602,0.7173885472525828
CC_MONTHS_BALANCE_SUM,220602,0.7173885472525828
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,220602,0.7173885472525828
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,220602,0.7173885472525828
CC_AMT_BALANCE_MIN,220602,0.7173885472525828
CC_AMT_BALANCE_MAX,220602,0.7173885472525828
CC_AMT_BALANCE_MEAN,220602,0.7173885472525828
CC_AMT_BALANCE_SUM,220602,0.7173885472525828
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,220602,0.7173885472525828
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,220602,0.7173885472525828
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,220602,0.7173885472525828
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,220602,0.7173885472525828
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,220602,0.7173885472525828
CC_MONTHS_BALANCE_MEAN,220602,0.7173885472525828
CC_MONTHS_BALANCE_MAX,220602,0.7173885472525828
CC_AMT_DRAWINGS_CURRENT_MIN,220602,0.7173885472525828
CC_AMT_DRAWINGS_CURRENT_MAX,220602,0.7173885472525828
CC_AMT_DRAWINGS_CURRENT_MEAN,220602,0.7173885472525828
CC_AMT_DRAWINGS_CURRENT_SUM,220602,0.7173885472525828
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,220602,0.7173885472525828
CC_MONTHS_BALANCE_MIN,220602,0.7173885472525828
CC_AMT_DRAWINGS_POS_CURRENT_SUM,220602,0.7173885472525828
CC_CNT_DRAWINGS_CURRENT_MIN,220602,0.7173885472525828
CC_AMT_INST_MIN_REGULARITY_MIN,220602,0.7173885472525828
CC_AMT_INST_MIN_REGULARITY_MAX,220602,0.7173885472525828
CC_AMT_INST_MIN_REGULARITY_MEAN,220602,0.7173885472525828
CC_AMT_PAYMENT_CURRENT_SUM,220602,0.7173885472525828
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,220602,0.7173885472525828
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,220602,0.7173885472525828
CC_AMT_INST_MIN_REGULARITY_SUM,220602,0.7173885472525828
CC_COUNT,220602,0.7173885472525828
CC_CNT_DRAWINGS_CURRENT_MAX,220602,0.7173885472525828
CC_CNT_DRAWINGS_POS_CURRENT_SUM,220602,0.7173885472525828
CC_CNT_INSTALMENT_MATURE_CUM_MAX,220602,0.7173885472525828
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,220602,0.7173885472525828
CC_CNT_INSTALMENT_MATURE_CUM_SUM,220602,0.7173885472525828
CC_SK_DPD_MIN,220602,0.7173885472525828
CC_SK_DPD_MAX,220602,0.7173885472525828
CC_SK_DPD_MEAN,220602,0.7173885472525828
CC_SK_DPD_SUM,220602,0.7173885472525828
CC_SK_DPD_DEF_MIN,220602,0.7173885472525828
CC_SK_DPD_DEF_MEAN,220602,0.7173885472525828
CC_SK_DPD_DEF_SUM,220602,0.7173885472525828
CC_NAME_CONTRACT_STATUS_ACTIVE_MEAN,220602,0.7173885472525828
CC_NAME_CONTRACT_STATUS_APPROVED_MEAN,220602,0.7173885472525828
CC_NAME_CONTRACT_STATUS_COMPLETED_MEAN,220602,0.7173885472525828
CC_NAME_CONTRACT_STATUS_DEMAND_MEAN,220602,0.7173885472525828
CC_NAME_CONTRACT_STATUS_REFUSED_MEAN,220602,0.7173885472525828
CC_NAME_CONTRACT_STATUS_SENT PROPOSAL_MEAN,220602,0.7173885472525828
CC_CNT_DRAWINGS_CURRENT_MEAN,220602,0.7173885472525828
CC_NAME_CONTRACT_STATUS_NAN_MEAN,220602,0.7173885472525828
CC_NAME_CONTRACT_STATUS_SIGNED_MEAN,220602,0.7173885472525828
CC_CNT_INSTALMENT_MATURE_CUM_MIN,220602,0.7173885472525828
CC_SK_DPD_DEF_MAX,220602,0.7173885472525828
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,220602,0.7173885472525828
CC_CNT_DRAWINGS_CURRENT_SUM,220602,0.7173885472525828
REFUSED_CNT_PAYMENT_MEAN,215941,0.7022311687213625
BURO_BB_MONTHS_BALANCE_MAX_MEAN,215276,0.7000686163241813
BURO_BB_STATUS_2_MEAN_MEAN,215276,0.7000686163241813
BURO_BB_STATUS_X_MEAN_MEAN,215276,0.7000686163241813
BURO_BB_STATUS_C_MEAN_MEAN,215276,0.7000686163241813
BURO_BB_STATUS_5_MEAN_MEAN,215276,0.7000686163241813
BURO_BB_STATUS_4_MEAN_MEAN,215276,0.7000686163241813
BURO_BB_MONTHS_BALANCE_SIZE_MEAN,215276,0.7000686163241813
BURO_BB_STATUS_3_MEAN_MEAN,215276,0.7000686163241813
BURO_BB_STATUS_NAN_MEAN_MEAN,215276,0.7000686163241813
BURO_BB_STATUS_1_MEAN_MEAN,215276,0.7000686163241813
BURO_BB_STATUS_0_MEAN_MEAN,215276,0.7000686163241813
BURO_BB_MONTHS_BALANCE_MIN_MEAN,215276,0.7000686163241813
COMMONAREA_MODE,214862,0.6987223055084925
COMMONAREA_MEDI,214862,0.6987223055084925
COMMONAREA_AVG,214862,0.6987223055084925
NONLIVINGAPARTMENTS_MODE,213512,0.69433216154429
NONLIVINGAPARTMENTS_MEDI,213512,0.69433216154429
NONLIVINGAPARTMENTS_AVG,213512,0.69433216154429
REFUSED_APP_CREDIT_PERC_MEAN,212147,0.6898932382027075
LIVINGAPARTMENTS_AVG,210197,0.683551919143304
LIVINGAPARTMENTS_MODE,210197,0.683551919143304
LIVINGAPARTMENTS_MEDI,210197,0.683551919143304
FLOORSMIN_AVG,208640,0.6784886197712572
FLOORSMIN_MEDI,208640,0.6784886197712572
FLOORSMIN_MODE,208640,0.6784886197712572
REFUSED_AMT_APPLICATION_MAX,207217,0.6738610828371386
REFUSED_AMT_CREDIT_MEAN,207217,0.6738610828371386
REFUSED_AMT_APPLICATION_MEAN,207217,0.6738610828371386
REFUSED_DAYS_DECISION_MEAN,207217,0.6738610828371386
REFUSED_AMT_CREDIT_MAX,207217,0.6738610828371386
REFUSED_APPLICATION_COUNT,207217,0.6738610828371386
YEARS_BUILD_MEDI,204486,0.6649799841954818
YEARS_BUILD_AVG,204486,0.6649799841954818
YEARS_BUILD_MODE,204486,0.6649799841954818
OWN_CAR_AGE,202927,0.6599101809064509
LANDAREA_MODE,182588,0.5937685971376261
LANDAREA_AVG,182588,0.5937685971376261
LANDAREA_MEDI,182588,0.5937685971376261
BASEMENTAREA_MODE,179942,0.5851639149677893
BASEMENTAREA_MEDI,179942,0.5851639149677893
BASEMENTAREA_AVG,179942,0.5851639149677893
EXT_SOURCE_1,173376,0.5638115555093055
NONLIVINGAREA_AVG,169680,0.5517923169228668
NONLIVINGAREA_MEDI,169680,0.5517923169228668
NONLIVINGAREA_MODE,169680,0.5517923169228668
ELEVATORS_AVG,163890,0.5329634772541764
ELEVATORS_MODE,163890,0.5329634772541764
ELEVATORS_MEDI,163890,0.5329634772541764
APARTMENTS_MODE,156060,0.5075006422618021
APARTMENTS_MEDI,156060,0.5075006422618021
APARTMENTS_AVG,156060,0.5075006422618021
ENTRANCES_MEDI,154827,0.5034909774411639
ENTRANCES_AVG,154827,0.5034909774411639
ENTRANCES_MODE,154827,0.5034909774411639
LIVINGAREA_AVG,154349,0.5019365412819871
LIVINGAREA_MEDI,154349,0.5019365412819871
LIVINGAREA_MODE,154349,0.5019365412819871
FLOORSMAX_AVG,153019,0.4976114364876247
FLOORSMAX_MODE,153019,0.4976114364876247
FLOORSMAX_MEDI,153019,0.4976114364876247
YEARS_BEGINEXPLUATATION_MEDI,150006,0.4878132855512232
YEARS_BEGINEXPLUATATION_MODE,150006,0.4878132855512232
YEARS_BEGINEXPLUATATION_AVG,150006,0.4878132855512232
TOTALAREA_MODE,148430,0.4826881989678284
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,123625,0.4020233685737235
BURO_DAYS_CREDIT_VAR,80092,0.2604558595414088
PREV_APP_CREDIT_PERC_VAR,78051,0.25381861225923313
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,65069,0.21160168711606564
EXT_SOURCE_3,60965,0.19825564946489024
DAYS_EMPLOYED,55374,0.1800739495361081
DAYS_EMPLOYED_PERC,55374,0.1800739495361081
BURO_AMT_CREDIT_SUM_DEBT_MAX,51380,0.1670856273190529
BURO_AMT_CREDIT_SUM_DEBT_MEAN,51380,0.1670856273190529
BURO_DAYS_CREDIT_ENDDATE_MIN,46269,0.15046486746643165
BURO_DAYS_CREDIT_ENDDATE_MEAN,46269,0.15046486746643165
BURO_DAYS_CREDIT_ENDDATE_MAX,46269,0.15046486746643165
BURO_AMT_CREDIT_SUM_MAX,44021,0.14315446477641158
BURO_AMT_CREDIT_SUM_MEAN,44021,0.14315446477641158
BURO_CREDIT_TYPE_CONSUMER CREDIT_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_INTERBANK CREDIT_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_CREDIT CARD_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_CAR LOAN_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_LOAN FOR BUSINESS DEVELOPMENT_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_LOAN FOR PURCHASE OF SHARES (MARGIN LENDING)_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_LOAN FOR THE PURCHASE OF EQUIPMENT_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_CASH LOAN (NON-EARMARKED)_MEAN,44020,0.1431512128179196
BURO_CREDIT_DAY_OVERDUE_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_ANOTHER TYPE OF LOAN_MEAN,44020,0.1431512128179196
BURO_CNT_CREDIT_PROLONG_SUM,44020,0.1431512128179196
BURO_CREDIT_DAY_OVERDUE_MAX,44020,0.1431512128179196
BURO_DAYS_CREDIT_UPDATE_MEAN,44020,0.1431512128179196
BURO_DAYS_CREDIT_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_MICROLOAN_MEAN,44020,0.1431512128179196
BURO_AMT_CREDIT_SUM_SUM,44020,0.1431512128179196
BURO_AMT_CREDIT_SUM_DEBT_SUM,44020,0.1431512128179196
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,44020,0.1431512128179196
BURO_AMT_CREDIT_SUM_LIMIT_SUM,44020,0.1431512128179196
BURO_CREDIT_ACTIVE_ACTIVE_MEAN,44020,0.1431512128179196
BURO_CREDIT_CURRENCY_NAN_MEAN,44020,0.1431512128179196
BURO_CREDIT_ACTIVE_BAD DEBT_MEAN,44020,0.1431512128179196
BURO_CREDIT_ACTIVE_CLOSED_MEAN,44020,0.1431512128179196
BURO_CREDIT_ACTIVE_SOLD_MEAN,44020,0.1431512128179196
BURO_CREDIT_ACTIVE_NAN_MEAN,44020,0.1431512128179196
BURO_CREDIT_CURRENCY_CURRENCY 1_MEAN,44020,0.1431512128179196
BURO_CREDIT_CURRENCY_CURRENCY 2_MEAN,44020,0.1431512128179196
BURO_CREDIT_CURRENCY_CURRENCY 3_MEAN,44020,0.1431512128179196
BURO_CREDIT_CURRENCY_CURRENCY 4_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_LOAN FOR WORKING CAPITAL REPLENISHMENT_MEAN,44020,0.1431512128179196
BURO_DAYS_CREDIT_MAX,44020,0.1431512128179196
BURO_CREDIT_TYPE_MOBILE OPERATOR LOAN_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_REAL ESTATE LOAN_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_UNKNOWN TYPE OF LOAN_MEAN,44020,0.1431512128179196
BURO_CREDIT_TYPE_NAN_MEAN,44020,0.1431512128179196
BURO_CREDIT_COUNT,44020,0.1431512128179196
BURO_CREDIT_TYPE_MORTGAGE_MEAN,44020,0.1431512128179196
BURO_DAYS_CREDIT_MIN,44020,0.1431512128179196
AMT_REQ_CREDIT_BUREAU_DAY,41519,0.13501806462942306
AMT_REQ_CREDIT_BUREAU_YEAR,41519,0.13501806462942306
AMT_REQ_CREDIT_BUREAU_QRT,41519,0.13501806462942306
AMT_REQ_CREDIT_BUREAU_WEEK,41519,0.13501806462942306
AMT_REQ_CREDIT_BUREAU_MON,41519,0.13501806462942306
AMT_REQ_CREDIT_BUREAU_HOUR,41519,0.13501806462942306
PREV_RATE_DOWN_PAYMENT_MIN,33906,0.1102609046298133
PREV_AMT_DOWN_PAYMENT_MEAN,33906,0.1102609046298133
PREV_AMT_DOWN_PAYMENT_MAX,33906,0.1102609046298133
PREV_RATE_DOWN_PAYMENT_MEAN,33906,0.1102609046298133
PREV_RATE_DOWN_PAYMENT_MAX,33906,0.1102609046298133
PREV_AMT_DOWN_PAYMENT_MIN,33906,0.1102609046298133
POS_CNT_INSTALMENT_MEAN,18091,0.05883118107880471
POS_CNT_INSTALMENT_FUTURE_MEAN,18091,0.05883118107880471
POS_NAME_CONTRACT_STATUS_RETURNED TO THE STORE_MEAN,18067,0.05875313407499667
POS_CASH_COUNT,18067,0.05875313407499667
POS_NAME_CONTRACT_STATUS_NAN_MEAN,18067,0.05875313407499667
POS_NAME_CONTRACT_STATUS_XNA_MEAN,18067,0.05875313407499667
POS_NAME_CONTRACT_STATUS_SIGNED_MEAN,18067,0.05875313407499667
POS_SK_DPD_DEF_MEAN,18067,0.05875313407499667
POS_NAME_CONTRACT_STATUS_DEMAND_MEAN,18067,0.05875313407499667
POS_NAME_CONTRACT_STATUS_COMPLETED_MEAN,18067,0.05875313407499667
POS_NAME_CONTRACT_STATUS_CANCELED_MEAN,18067,0.05875313407499667
POS_NAME_CONTRACT_STATUS_AMORTIZED DEBT_MEAN,18067,0.05875313407499667
POS_NAME_CONTRACT_STATUS_ACTIVE_MEAN,18067,0.05875313407499667
POS_SK_DPD_DEF_MAX,18067,0.05875313407499667
POS_SK_DPD_MEAN,18067,0.05875313407499667
POS_SK_DPD_MAX,18067,0.05875313407499667
POS_CNT_INSTALMENT_FUTURE_SUM,18067,0.05875313407499667
POS_CNT_INSTALMENT_SUM,18067,0.05875313407499667
POS_MONTHS_BALANCE_SIZE,18067,0.05875313407499667
POS_MONTHS_BALANCE_MEAN,18067,0.05875313407499667
POS_MONTHS_BALANCE_MAX,18067,0.05875313407499667
POS_NAME_CONTRACT_STATUS_APPROVED_MEAN,18067,0.05875313407499667
APPROVED_APP_CREDIT_PERC_MEAN,17455,0.05676293547789156
APPROVED_AMT_CREDIT_MAX,17446,0.05673366785146355
APPROVED_DAYS_DECISION_MEAN,17446,0.05673366785146355
APPROVED_APPLICATION_COUNT,17446,0.05673366785146355
APPROVED_AMT_APPLICATION_MAX,17446,0.05673366785146355
APPROVED_AMT_APPLICATION_MEAN,17446,0.05673366785146355
APPROVED_CNT_PAYMENT_MEAN,17446,0.05673366785146355
APPROVED_AMT_CREDIT_MEAN,17446,0.05673366785146355
PREV_AMT_GOODS_PRICE_MEAN,17429,0.05667838455709951
PREV_AMT_GOODS_PRICE_MAX,17429,0.05667838455709951
PREV_AMT_GOODS_PRICE_MIN,17429,0.05667838455709951
PREV_AMT_ANNUITY_MEAN,16871,0.0548637917185625
PREV_AMT_ANNUITY_MAX,16871,0.0548637917185625
PREV_AMT_ANNUITY_MIN,16871,0.0548637917185625
PREV_CNT_PAYMENT_MEAN,16869,0.0548572878015785
PREV_APP_CREDIT_PERC_MEAN,16681,0.05424591960508216
PREV_APP_CREDIT_PERC_MAX,16681,0.05424591960508216
PREV_APP_CREDIT_PERC_MIN,16681,0.05424591960508216
INSTAL_PAYMENT_PERC_VAR,16582,0.05392397571437398
INSTAL_PAYMENT_DIFF_VAR,16564,0.05386544046151795
PREV_NAME_GOODS_CATEGORY_FITNESS_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_CONSTRUCTION MATERIALS_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_CONSUMER ELECTRONICS_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_DIRECT SALES_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_EDUCATION_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_CLOTHING AND ACCESSORIES_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_COMPUTERS_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_TOURISM_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_FURNITURE_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_GARDENING_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_HOMEWARES_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_HOUSE CONSTRUCTION_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_INSURANCE_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_MEDICINE_MEAN,16454,0.05350772502739775
PREV_NAME_CONTRACT_STATUS_APPROVED_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_JEWELRY_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_AUTO ACCESSORIES_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_AUDIO/VIDEO_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_ANIMALS_MEAN,16454,0.05350772502739775
PREV_NAME_PAYMENT_TYPE_NAN_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_SCOFR_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_SCO_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_LIMIT_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_HC_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_CLIENT_MEAN,16454,0.05350772502739775
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_ADDITIONAL SERVICE_MEAN,16454,0.05350772502739775
PREV_NAME_PAYMENT_TYPE_NON-CASH FROM YOUR ACCOUNT_MEAN,16454,0.05350772502739775
PREV_NAME_PAYMENT_TYPE_CASHLESS FROM THE ACCOUNT OF THE EMPLOYER_MEAN,16454,0.05350772502739775
PREV_NAME_PAYMENT_TYPE_CASH THROUGH THE BANK_MEAN,16454,0.05350772502739775
PREV_NAME_CONTRACT_STATUS_NAN_MEAN,16454,0.05350772502739775
PREV_NAME_CONTRACT_STATUS_UNUSED OFFER_MEAN,16454,0.05350772502739775
PREV_NAME_CONTRACT_STATUS_REFUSED_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_VERIF_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_XAP_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_XNA_MEAN,16454,0.05350772502739775
PREV_CODE_REJECT_REASON_NAN_MEAN,16454,0.05350772502739775
PREV_NAME_TYPE_SUITE_CHILDREN_MEAN,16454,0.05350772502739775
PREV_NAME_TYPE_SUITE_FAMILY_MEAN,16454,0.05350772502739775
PREV_NAME_TYPE_SUITE_GROUP OF PEOPLE_MEAN,16454,0.05350772502739775
PREV_NAME_TYPE_SUITE_OTHER_A_MEAN,16454,0.05350772502739775
PREV_NAME_TYPE_SUITE_OTHER_B_MEAN,16454,0.05350772502739775
"PREV_NAME_TYPE_SUITE_SPOUSE, PARTNER_MEAN",16454,0.05350772502739775
PREV_NAME_TYPE_SUITE_UNACCOMPANIED_MEAN,16454,0.05350772502739775
PREV_NAME_TYPE_SUITE_NAN_MEAN,16454,0.05350772502739775
PREV_NAME_CLIENT_TYPE_NEW_MEAN,16454,0.05350772502739775
PREV_NAME_CLIENT_TYPE_REFRESHED_MEAN,16454,0.05350772502739775
PREV_NAME_CLIENT_TYPE_REPEATER_MEAN,16454,0.05350772502739775
PREV_NAME_CLIENT_TYPE_XNA_MEAN,16454,0.05350772502739775
PREV_NAME_CLIENT_TYPE_NAN_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_MEDICAL SUPPLIES_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_OTHER_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_MOBILE_MEAN,16454,0.05350772502739775
PREV_NAME_SELLER_INDUSTRY_INDUSTRY_MEAN,16454,0.05350772502739775
PREV_NAME_SELLER_INDUSTRY_CONSUMER ELECTRONICS_MEAN,16454,0.05350772502739775
PREV_NAME_SELLER_INDUSTRY_CONSTRUCTION_MEAN,16454,0.05350772502739775
PREV_NAME_SELLER_INDUSTRY_CONNECTIVITY_MEAN,16454,0.05350772502739775
PREV_NAME_SELLER_INDUSTRY_CLOTHING_MEAN,16454,0.05350772502739775
PREV_NAME_SELLER_INDUSTRY_AUTO TECHNOLOGY_MEAN,16454,0.05350772502739775
PREV_CHANNEL_TYPE_NAN_MEAN,16454,0.05350772502739775
PREV_CHANNEL_TYPE_STONE_MEAN,16454,0.05350772502739775
PREV_CHANNEL_TYPE_REGIONAL / LOCAL_MEAN,16454,0.05350772502739775
PREV_CHANNEL_TYPE_CREDIT AND CASH OFFICES_MEAN,16454,0.05350772502739775
PREV_CHANNEL_TYPE_COUNTRY-WIDE_MEAN,16454,0.05350772502739775
PREV_CHANNEL_TYPE_CONTACT CENTER_MEAN,16454,0.05350772502739775
PREV_CHANNEL_TYPE_CHANNEL OF CORPORATE SALES_MEAN,16454,0.05350772502739775
PREV_CHANNEL_TYPE_CAR DEALER_MEAN,16454,0.05350772502739775
PREV_CHANNEL_TYPE_AP+ (CASH LOAN)_MEAN,16454,0.05350772502739775
PREV_NAME_PRODUCT_TYPE_NAN_MEAN,16454,0.05350772502739775
PREV_NAME_PRODUCT_TYPE_X-SELL_MEAN,16454,0.05350772502739775
PREV_NAME_PRODUCT_TYPE_WALK-IN_MEAN,16454,0.05350772502739775
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,16454,0.05350772502739775
PREV_NAME_PORTFOLIO_NAN_MEAN,16454,0.05350772502739775
PREV_NAME_PORTFOLIO_XNA_MEAN,16454,0.05350772502739775
PREV_NAME_PORTFOLIO_POS_MEAN,16454,0.05350772502739775
PREV_NAME_PORTFOLIO_CASH_MEAN,16454,0.05350772502739775
PREV_NAME_PORTFOLIO_CARS_MEAN,16454,0.05350772502739775
PREV_NAME_PORTFOLIO_CARDS_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_NAN_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_WEAPON_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_VEHICLES_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_PHOTO / CINEMA EQUIPMENT_MEAN,16454,0.05350772502739775
PREV_NAME_SELLER_INDUSTRY_FURNITURE_MEAN,16454,0.05350772502739775
PREV_NAME_SELLER_INDUSTRY_JEWELRY_MEAN,16454,0.05350772502739775
PREV_NAME_GOODS_CATEGORY_OFFICE APPLIANCES_MEAN,16454,0.05350772502739775
PREV_NAME_SELLER_INDUSTRY_MLM PARTNERS_MEAN,16454,0.05350772502739775
